Chromosomes, Chromosome length, Number of reads, Read length, Edits, PROJECT-5-PYTHON-ARMANDO-CHRISTIAN-PEREZ, PROJECT-5-PYTHON-TEAM, PROJECT-5-PYTHON-MS-WORLD-WIDES, PROJECT-5-GO-HOLDET , PROJECT-5-C-O-NO    , READMAP-PYTHON     , READMAP-GO          , READMAP-C-CMAKE       
10         , 2500             , 100            , 50         , 1    , 0.10517406463623047                     , 0.378648042678833    , 0.31957387924194336            , 0.03146982192993164 , 0.012552022933959961, 0.33865976333618164, 0.01691293716430664 , 0.011227846145629883  
10         , 2500             , 100            , 50         , 1    , 0.10118603706359863                     , 0.376875638961792    , 0.31223607063293457            , 0.02342081069946289 , 0.008818864822387695, 0.2064969539642334 , 0.00989079475402832 , 0.006421089172363281  
10         , 2500             , 100            , 50         , 1    , 0.1007077693939209                      , 0.37413501739501953  , 0.30859875679016113            , 0.025007247924804688, 0.009201765060424805, 0.2503819465637207 , 0.00943899154663086 , 0.006731986999511719  
10         , 2500             , 100            , 50         , 1    , 0.09961318969726562                     , 0.37293577194213867  , 0.3093400001525879             , 0.024873018264770508, 0.00903773307800293 , 0.2225351333618164 , 0.009432077407836914, 0.006694316864013672  
10         , 2500             , 100            , 50         , 1    , 0.1013789176940918                      , 0.3768320083618164   , 0.3236868381500244             , 0.02539801597595215 , 0.008773326873779297, 0.22495603561401367, 0.00887298583984375 , 0.0064640045166015625 
10         , 2500             , 100            , 50         , 1    , 0.09916400909423828                     , 0.37636804580688477  , 0.33979177474975586            , 0.02311992645263672 , 0.009013175964355469, 0.20790505409240723, 0.008884906768798828, 0.007077693939208984  
10         , 2500             , 100            , 50         , 1    , 0.09981083869934082                     , 0.3722817897796631   , 0.31046414375305176            , 0.022960901260375977, 0.008580207824707031, 0.23349785804748535, 0.009283065795898438, 0.0065250396728515625 
10         , 2500             , 100            , 50         , 1    , 0.09976792335510254                     , 0.37743115425109863  , 0.31023192405700684            , 0.024016857147216797, 0.008929014205932617, 0.1856858730316162 , 0.0087738037109375  , 0.006485939025878906  
10         , 2500             , 100            , 50         , 1    , 0.09958124160766602                     , 0.37449193000793457  , 0.32296299934387207            , 0.02520585060119629 , 0.00886392593383789 , 0.20302176475524902, 0.009827852249145508, 0.007527351379394531  
10         , 2500             , 100            , 50         , 1    , 0.09902596473693848                     , 0.37307095527648926  , 0.328685998916626              , 0.023286104202270508, 0.008756875991821289, 0.21876931190490723, 0.009416341781616211, 0.007081031799316406  
10         , 2500             , 100            , 50         , 1    , 0.09988903999328613                     , 0.3782060146331787   , 0.31812381744384766            , 0.023797035217285156, 0.00919198989868164 , 0.19544100761413574, 0.009003877639770508, 0.006791830062866211  
10         , 2500             , 100            , 50         , 1    , 0.10003209114074707                     , 0.37323904037475586  , 0.3098909854888916             , 0.022693872451782227, 0.009164094924926758, 0.20169806480407715, 0.00902700424194336 , 0.006716012954711914  
10         , 2500             , 100            , 50         , 1    , 0.10232806205749512                     , 0.3749680519104004   , 0.3124239444732666             , 0.023347854614257812, 0.008678913116455078, 0.19445204734802246, 0.008957862854003906, 0.006762981414794922  
10         , 2500             , 100            , 50         , 1    , 0.10174179077148438                     , 0.3789021968841553   , 0.3092460632324219             , 0.030663013458251953, 0.010626077651977539, 0.23110175132751465, 0.008983135223388672, 0.0063250064849853516 
10         , 2500             , 100            , 50         , 1    , 0.10014510154724121                     , 0.37258195877075195  , 0.3103749752044678             , 0.028601646423339844, 0.008645772933959961, 0.3290061950683594 , 0.008816242218017578, 0.007102012634277344  
10         , 2500             , 100            , 50         , 1    , 0.10055303573608398                     , 0.378406286239624    , 0.3071732521057129             , 0.024059772491455078, 0.008485078811645508, 0.23075318336486816, 0.009073972702026367, 0.006489276885986328  
10         , 2500             , 100            , 50         , 1    , 0.09846997261047363                     , 0.3746199607849121   , 0.30628204345703125            , 0.023358821868896484, 0.009573221206665039, 0.22935199737548828, 0.009395122528076172, 0.00647282600402832   
10         , 2500             , 100            , 50         , 1    , 0.09930896759033203                     , 0.37323689460754395  , 0.31200098991394043            , 0.02282404899597168 , 0.009649038314819336, 0.3183131217956543 , 0.009880781173706055, 0.006677865982055664  
10         , 2500             , 100            , 50         , 1    , 0.09893798828125                        , 0.3764529228210449   , 0.3076291084289551             , 0.023468017578125   , 0.009141921997070312, 0.29114294052124023, 0.009258270263671875, 0.007432222366333008  
10         , 2500             , 100            , 50         , 1    , 0.09945988655090332                     , 0.37322497367858887  , 0.3094472885131836             , 0.022881031036376953, 0.008250236511230469, 0.22576189041137695, 0.009002923965454102, 0.007189035415649414  
10         , 2500             , 100            , 50         , 2    , 0.12923693656921387                     , 3.304482936859131    , 0.5106279850006104             , 0.02968597412109375 , 0.011893987655639648, 0.3156862258911133 , 0.011629104614257812, 0.008810043334960938  
10         , 2500             , 100            , 50         , 2    , 0.13066411018371582                     , 3.3190319538116455   , 0.502302885055542              , 0.027642250061035156, 0.01181173324584961 , 0.3459279537200928 , 0.010908842086791992, 0.008430242538452148  
10         , 2500             , 100            , 50         , 2    , 0.12808895111083984                     , 3.3126769065856934   , 0.504910945892334              , 0.0282289981842041  , 0.01192021369934082 , 0.31253504753112793, 0.011435985565185547, 0.008493661880493164  
10         , 2500             , 100            , 50         , 2    , 0.1286027431488037                      , 3.3280770778656006   , 0.5030052661895752             , 0.02915787696838379 , 0.012263298034667969, 0.3491628170013428 , 0.011213064193725586, 0.008721113204956055  
10         , 2500             , 100            , 50         , 2    , 0.12815213203430176                     , 3.3443140983581543   , 0.5595872402191162             , 0.028443098068237305, 0.01211094856262207 , 0.36111998558044434, 0.010504961013793945, 0.00839090347290039   
10         , 2500             , 100            , 50         , 2    , 0.1264510154724121                      , 3.3116822242736816   , 0.5280163288116455             , 0.02820611000061035 , 0.01202082633972168 , 0.30963587760925293, 0.010718107223510742, 0.008590221405029297  
10         , 2500             , 100            , 50         , 2    , 0.12737488746643066                     , 3.3691201210021973   , 0.5124917030334473             , 0.028926849365234375, 0.011927127838134766, 0.3274681568145752 , 0.011038064956665039, 0.009324073791503906  
10         , 2500             , 100            , 50         , 2    , 0.1285712718963623                      , 3.367907762527466    , 0.5085031986236572             , 0.02900218963623047 , 0.011911153793334961, 0.3343930244445801 , 0.010804891586303711, 0.008696794509887695  
10         , 2500             , 100            , 50         , 2    , 0.13069915771484375                     , 3.337480068206787    , 0.5088601112365723             , 0.028400897979736328, 0.012022018432617188, 0.3016479015350342 , 0.0114288330078125  , 0.008670806884765625  
10         , 2500             , 100            , 50         , 2    , 0.12830710411071777                     , 3.417191982269287    , 0.5041089057922363             , 0.02813887596130371 , 0.012457132339477539, 0.27832889556884766, 0.011255025863647461, 0.008649110794067383  
10         , 2500             , 100            , 50         , 2    , 0.12622690200805664                     , 3.4225940704345703   , 0.5029418468475342             , 0.04805874824523926 , 0.012169122695922852, 0.29293012619018555, 0.010644912719726562, 0.008404970169067383  
10         , 2500             , 100            , 50         , 2    , 0.12782907485961914                     , 3.501887083053589    , 0.4952402114868164             , 0.032705068588256836, 0.012327909469604492, 0.2917921543121338 , 0.010221719741821289, 0.008759021759033203  
10         , 2500             , 100            , 50         , 2    , 0.12844014167785645                     , 3.44342303276062     , 0.5002920627593994             , 0.029616117477416992, 0.011800050735473633, 0.311495304107666  , 0.010912179946899414, 0.008423805236816406  
10         , 2500             , 100            , 50         , 2    , 0.1271047592163086                      , 3.4223270416259766   , 0.5060439109802246             , 0.028316974639892578, 0.011905193328857422, 0.28818297386169434, 0.010338068008422852, 0.008765935897827148  
10         , 2500             , 100            , 50         , 2    , 0.12717390060424805                     , 3.4901108741760254   , 0.501140832901001              , 0.02878713607788086 , 0.012296915054321289, 0.30142807960510254, 0.010628938674926758, 0.008996725082397461  
10         , 2500             , 100            , 50         , 2    , 0.12722110748291016                     , 3.347993850708008    , 0.5061769485473633             , 0.03303408622741699 , 0.012325763702392578, 0.2776927947998047 , 0.011144876480102539, 0.008676767349243164  
10         , 2500             , 100            , 50         , 2    , 0.12883687019348145                     , 3.34382700920105     , 0.5118038654327393             , 0.03711295127868652 , 0.012214899063110352, 0.2962338924407959 , 0.011232137680053711, 0.00838780403137207   
10         , 2500             , 100            , 50         , 2    , 0.12922191619873047                     , 3.3347368240356445   , 0.530102014541626              , 0.04088401794433594 , 0.012639999389648438, 0.304149866104126  , 0.00984501838684082 , 0.008513689041137695  
10         , 2500             , 100            , 50         , 2    , 0.1290581226348877                      , 3.3460700511932373   , 0.5037567615509033             , 0.030452966690063477, 0.01290440559387207 , 0.2725391387939453 , 0.010612964630126953, 0.008411169052124023  
10         , 2500             , 100            , 50         , 2    , 0.12601923942565918                     , 3.398298740386963    , 0.49896907806396484            , 0.03476095199584961 , 0.012489795684814453, 0.27846813201904297, 0.010763168334960938, 0.008356809616088867  
10         , 5000             , 100            , 50         , 1    , 0.15435218811035156                     , 0.4990673065185547   , 0.5861849784851074             , 0.042231082916259766, 0.012771844863891602, 0.2008039951324463 , 0.014878034591674805, 0.01046133041381836   
10         , 5000             , 100            , 50         , 1    , 0.1482710838317871                      , 0.5017910003662109   , 0.5820930004119873             , 0.03546500205993652 , 0.010911941528320312, 0.21923470497131348, 0.011553049087524414, 0.008285045623779297  
10         , 5000             , 100            , 50         , 1    , 0.14662504196166992                     , 0.51534104347229     , 0.6207921504974365             , 0.04465985298156738 , 0.010768890380859375, 0.18692874908447266, 0.011111259460449219, 0.007370948791503906  
10         , 5000             , 100            , 50         , 1    , 0.14675593376159668                     , 0.5082588195800781   , 0.5838062763214111             , 0.04474186897277832 , 0.010788917541503906, 0.20231127738952637, 0.011023283004760742, 0.00723719596862793   
10         , 5000             , 100            , 50         , 1    , 0.19345378875732422                     , 0.4947350025177002   , 0.5872840881347656             , 0.03527402877807617 , 0.010671138763427734, 0.20136809349060059, 0.011022806167602539, 0.007169008255004883  
10         , 5000             , 100            , 50         , 1    , 0.26592087745666504                     , 0.4982490539550781   , 0.5803980827331543             , 0.03523111343383789 , 0.011092185974121094, 0.18807196617126465, 0.010855913162231445, 0.007290840148925781  
10         , 5000             , 100            , 50         , 1    , 0.15660595893859863                     , 0.49474501609802246  , 0.587852954864502              , 0.03486371040344238 , 0.011279106140136719, 0.23965811729431152, 0.01213693618774414 , 0.007051944732666016  
10         , 5000             , 100            , 50         , 1    , 0.14641785621643066                     , 0.5063660144805908   , 0.5813932418823242             , 0.03500986099243164 , 0.01081085205078125 , 0.2070000171661377 , 0.011317014694213867, 0.00701594352722168   
10         , 5000             , 100            , 50         , 1    , 0.1477949619293213                      , 0.4962799549102783   , 0.582747220993042              , 0.035125017166137695, 0.010761022567749023, 0.20420098304748535, 0.010998964309692383, 0.007121086120605469  
10         , 5000             , 100            , 50         , 1    , 0.14798378944396973                     , 0.5110878944396973   , 0.5898139476776123             , 0.0341949462890625  , 0.010920047760009766, 0.19655776023864746, 0.010916948318481445, 0.00737309455871582   
10         , 5000             , 100            , 50         , 1    , 0.14767122268676758                     , 0.5056109428405762   , 0.5850207805633545             , 0.03483080863952637 , 0.010712146759033203, 0.1972501277923584 , 0.010901927947998047, 0.007834911346435547  
10         , 5000             , 100            , 50         , 1    , 0.14561700820922852                     , 0.5251080989837646   , 0.5890500545501709             , 0.03503298759460449 , 0.011137008666992188, 0.22533893585205078, 0.011046171188354492, 0.007837772369384766  
10         , 5000             , 100            , 50         , 1    , 0.14595913887023926                     , 0.5022830963134766   , 0.5799160003662109             , 0.035331010818481445, 0.011132001876831055, 0.18692708015441895, 0.011693000793457031, 0.0074977874755859375 
10         , 5000             , 100            , 50         , 1    , 0.14791321754455566                     , 0.5021357536315918   , 0.5818088054656982             , 0.03463006019592285 , 0.010766983032226562, 0.2151501178741455 , 0.011142253875732422, 0.007238149642944336  
10         , 5000             , 100            , 50         , 1    , 0.14949584007263184                     , 0.4957592487335205   , 0.58042311668396               , 0.03456687927246094 , 0.01071786880493164 , 0.21214914321899414, 0.010925054550170898, 0.0072367191314697266 
10         , 5000             , 100            , 50         , 1    , 0.14579987525939941                     , 0.5006210803985596   , 0.5815351009368896             , 0.035237789154052734, 0.010723114013671875, 0.20775890350341797, 0.010701179504394531, 0.0070269107818603516 
10         , 5000             , 100            , 50         , 1    , 0.14987397193908691                     , 0.5047011375427246   , 0.5835280418395996             , 0.034877777099609375, 0.010652303695678711, 0.24305510520935059, 0.011095046997070312, 0.007144927978515625  
10         , 5000             , 100            , 50         , 1    , 0.14712095260620117                     , 0.5219950675964355   , 0.5788919925689697             , 0.03434491157531738 , 0.011341094970703125, 0.19952988624572754, 0.010703086853027344, 0.007135868072509766  
10         , 5000             , 100            , 50         , 1    , 0.14567923545837402                     , 0.5255570411682129   , 0.6231822967529297             , 0.039044857025146484, 0.011056184768676758, 0.22751927375793457, 0.011697053909301758, 0.007142066955566406  
10         , 5000             , 100            , 50         , 1    , 0.14590787887573242                     , 0.5152511596679688   , 0.5861561298370361             , 0.03526020050048828 , 0.010889291763305664, 0.18982315063476562, 0.011360883712768555, 0.007799863815307617  
10         , 5000             , 100            , 50         , 2    , 0.17801904678344727                     , 4.437047004699707    , 0.7789928913116455             , 0.04028582572937012 , 0.013935089111328125, 0.3003578186035156 , 0.012777090072631836, 0.009607076644897461  
10         , 5000             , 100            , 50         , 2    , 0.172882080078125                       , 4.431457042694092    , 0.7917242050170898             , 0.03960084915161133 , 0.013665199279785156, 0.2984030246734619 , 0.012362241744995117, 0.008682012557983398  
10         , 5000             , 100            , 50         , 2    , 0.17538785934448242                     , 4.49308705329895     , 0.7884039878845215             , 0.03949999809265137 , 0.01350092887878418 , 0.28263282775878906, 0.012201309204101562, 0.00857400894165039   
