Chromosomes, Chromosome length, Number of reads, Read length, Edits, PROJECT-5-PYTHON-ARMANDO-CHRISTIAN-PEREZ, PROJECT-5-PYTHON-TEAM, PROJECT-5-PYTHON-MS-WORLD-WIDES, PROJECT-5-GO-HOLDET , PROJECT-5-C-O-NO    , READMAP-PYTHON     , READMAP-GO          , READMAP-C-CMAKE       
10         , 5000             , 100            , 50         , 2    , 0.17544984817504883                     , 4.551768064498901    , 0.8205490112304688             , 0.04123401641845703 , 0.01421213150024414 , 0.26172971725463867, 0.012372255325317383, 0.009195804595947266  
10         , 5000             , 100            , 50         , 2    , 0.17315196990966797                     , 4.50970196723938     , 0.7872660160064697             , 0.04079484939575195 , 0.013924121856689453, 0.3046553134918213 , 0.012364864349365234, 0.00985407829284668   
10         , 5000             , 100            , 50         , 2    , 0.17425084114074707                     , 4.477586030960083    , 0.8065438270568848             , 0.039752960205078125, 0.013339042663574219, 0.2736680507659912 , 0.012558698654174805, 0.009198665618896484  
10         , 5000             , 100            , 50         , 2    , 0.1767292022705078                      , 4.44129204750061     , 0.7858092784881592             , 0.039788007736206055, 0.02042388916015625 , 0.27013111114501953, 0.01236581802368164 , 0.010284900665283203  
10         , 5000             , 100            , 50         , 2    , 0.17185306549072266                     , 4.467475891113281    , 0.7890980243682861             , 0.039438724517822266, 0.015508890151977539, 0.30428481101989746, 0.012480974197387695, 0.01024174690246582   
10         , 5000             , 100            , 50         , 2    , 0.21706771850585938                     , 4.491212844848633    , 0.8154458999633789             , 0.03968405723571777 , 0.015604019165039062, 0.2902657985687256 , 0.012290000915527344, 0.008797168731689453  
10         , 5000             , 100            , 50         , 2    , 0.1762371063232422                      , 4.540097951889038    , 0.8244450092315674             , 0.03970670700073242 , 0.014697074890136719, 0.28020381927490234, 0.012274026870727539, 0.009165048599243164  
10         , 5000             , 100            , 50         , 2    , 0.1718158721923828                      , 4.504331111907959    , 0.809873104095459              , 0.039411067962646484, 0.013638973236083984, 0.2708010673522949 , 0.012824058532714844, 0.008839845657348633  
10         , 5000             , 100            , 50         , 2    , 0.17326617240905762                     , 4.4536731243133545   , 0.7867469787597656             , 0.03966689109802246 , 0.013989925384521484, 0.2956550121307373 , 0.01204991340637207 , 0.008755922317504883  
10         , 5000             , 100            , 50         , 2    , 0.17140793800354004                     , 4.443682909011841    , 0.8017148971557617             , 0.03967595100402832 , 0.014424800872802734, 0.282808780670166  , 0.012212038040161133, 0.008732080459594727  
10         , 5000             , 100            , 50         , 2    , 0.17317986488342285                     , 4.440120220184326    , 0.8240768909454346             , 0.039505958557128906, 0.014517784118652344, 0.2756941318511963 , 0.012848854064941406, 0.00904703140258789   
10         , 5000             , 100            , 50         , 2    , 0.17177128791809082                     , 4.457269191741943    , 0.8002359867095947             , 0.03904986381530762 , 0.014216899871826172, 0.3027031421661377 , 0.015050888061523438, 0.009325027465820312  
10         , 5000             , 100            , 50         , 2    , 0.1737821102142334                      , 4.5267322063446045   , 0.8004200458526611             , 0.03960871696472168 , 0.015561103820800781, 0.296710729598999  , 0.013555765151977539, 0.009119987487792969  
10         , 5000             , 100            , 50         , 2    , 0.1713848114013672                      , 4.481824636459351    , 0.7969419956207275             , 0.03973984718322754 , 0.015127182006835938, 0.30196094512939453, 0.012566089630126953, 0.008939027786254883  
10         , 5000             , 100            , 50         , 2    , 0.17481398582458496                     , 4.499198913574219    , 0.7783951759338379             , 0.03980112075805664 , 0.013835906982421875, 0.3028600215911865 , 0.012578010559082031, 0.008736133575439453  
10         , 5000             , 100            , 50         , 2    , 0.17358016967773438                     , 4.5811851024627686   , 0.7859110832214355             , 0.03924298286437988 , 0.013463973999023438, 0.2747530937194824 , 0.012309074401855469, 0.009317874908447266  
10         , 5000             , 100            , 50         , 2    , 0.17183303833007812                     , 4.559021949768066    , 0.8100841045379639             , 0.039179086685180664, 0.01377105712890625 , 0.2943880558013916 , 0.013510704040527344, 0.008723974227905273  
