Chromosomes, Chromosome length, PROJECT-5-PYTHON-ASG, PROJECT-5-PYTHON-ARMANDO-CHRISTIAN-PEREZ, PROJECT-5-PYTHON-ILLITERATE-APES, PROJECT-5-GO-HOLDET, PROJECT-5-C-O-NO  , READMAP-PYTHON     , READMAP-GO          , READMAP-C-CMAKE      
10         , 5000             , 0.24323701858520508 , 0.45000505447387695                     , 40.20782828330994               , 10.574140787124634 , 2.082876205444336 , 0.4384651184082031 , 0.018839120864868164, 0.01372075080871582  
10         , 5000             , 0.26612401008605957 , 0.4489119052886963                      , 41.242467164993286              , 10.407084941864014 , 2.0961599349975586, 0.4300990104675293 , 0.018484830856323242, 0.013514995574951172 
10         , 5000             , 0.2819957733154297  , 0.4427652359008789                      , 40.25932693481445               , 10.599661111831665 , 2.092664957046509 , 0.45188093185424805, 0.01977682113647461 , 0.013247966766357422 
10         , 5000             , 0.2805051803588867  , 0.44835567474365234                     , 40.4025092124939                , 10.569346189498901 , 2.088146209716797 , 0.43285298347473145, 0.01942920684814453 , 0.013926982879638672 
10         , 5000             , 0.2694740295410156  , 0.4492330551147461                      , 41.2838819026947                , 10.489670038223267 , 2.0935518741607666, 0.4388251304626465 , 0.019192934036254883, 0.013532161712646484 
10         , 5000             , 0.27051806449890137 , 0.43974876403808594                     , 40.150590896606445              , 10.57795000076294  , 2.0941362380981445, 0.4400012493133545 , 0.019634008407592773, 0.013123035430908203 
10         , 5000             , 0.26660823822021484 , 0.5114209651947021                      , 40.41735506057739               , 10.584614992141724 , 2.0743589401245117, 0.4421522617340088 , 0.01824188232421875 , 0.012852907180786133 
10         , 5000             , 0.29491090774536133 , 0.4824099540710449                      , 40.291277170181274              , 10.57746410369873  , 2.0941548347473145, 0.4401240348815918 , 0.019060134887695312, 0.012603759765625    
10         , 5000             , 0.30188798904418945 , 0.43419718742370605                     , 40.215431928634644              , 10.575870275497437 , 2.0887808799743652, 0.4277830123901367 , 0.018990755081176758, 0.012478828430175781 
10         , 5000             , 0.29152607917785645 , 0.4333813190460205                      , 40.31849908828735               , 10.561306238174438 , 2.086601972579956 , 0.43286824226379395, 0.01951909065246582 , 0.013199090957641602 
10         , 5000             , 0.26737499237060547 , 0.44276905059814453                     , 40.42078900337219               , 10.562047004699707 , 2.0919909477233887, 0.44046592712402344, 0.018510103225708008, 0.01281285285949707  
10         , 5000             , 0.2502930164337158  , 0.4353489875793457                      , 40.468250036239624              , 10.591066122055054 , 2.0910799503326416, 0.43016600608825684, 0.018654346466064453, 0.012791156768798828 
