Chromosomes, Chromosome length, Number of reads, Read length, Edits, PROJECT-5-PYTHON-ASG, PROJECT-5-PYTHON-ARMANDO-CHRISTIAN-PEREZ, PROJECT-5-PYTHON-ILLITERATE-APES, PROJECT-5-GO-HOLDET , PROJECT-5-C-O-NO    , READMAP-PYTHON     , READMAP-GO          , READMAP-C-CMAKE       
10         , 2500             , 100            , 50         , 2    , 2410.342211961746   , 0.1403670310974121                      , 984.3464789390564               , 0.03161191940307617 , 0.013555049896240234, 0.3231391906738281 , 0.01201486587524414 , 0.010045051574707031  
10         , 2500             , 100            , 50         , 2    , 2419.2017040252686  , 0.14131498336791992                     , 991.0245459079742               , 0.03172898292541504 , 0.01395273208618164 , 0.32994723320007324, 0.01230001449584961 , 0.009638071060180664  
10         , 2500             , 100            , 50         , 2    , 2404.5468039512634  , 0.14017510414123535                     , 981.1533062458038               , 0.03195595741271973 , 0.013741016387939453, 0.3285369873046875 , 0.011507034301757812, 0.009633064270019531  
10         , 2500             , 100            , 50         , 2    , 2436.2153000831604  , 0.14292097091674805                     , 985.9865620136261               , 0.03148317337036133 , 0.013883829116821289, 0.34018516540527344, 0.01147317886352539 , 0.009612083435058594  
10         , 2500             , 100            , 50         , 2    , 2413.7124791145325  , 0.1404867172241211                      , 989.8747692108154               , 0.03191494941711426 , 0.013678789138793945, 0.3123619556427002 , 0.011632919311523438, 0.009634733200073242  
10         , 2500             , 100            , 50         , 2    , 2402.2294709682465  , 0.14153003692626953                     , 1007.7398960590363              , 0.03174114227294922 , 0.013181924819946289, 0.3173689842224121 , 0.011586904525756836, 0.009735822677612305  
10         , 2500             , 100            , 50         , 2    , 2393.2987899780273  , 0.14337897300720215                     , 985.714038848877                , 0.03361392021179199 , 0.013126850128173828, 0.321213960647583  , 0.012201070785522461, 0.010437965393066406  
10         , 2500             , 100            , 50         , 2    , 2396.241628885269   , 0.14185810089111328                     , 1010.3792548179626              , 0.03238105773925781 , 0.013277053833007812, 0.32744503021240234, 0.01196599006652832 , 0.01012873649597168   
10         , 2500             , 100            , 50         , 2    , 2395.735622882843   , 0.1408698558807373                      , 983.3253560066223               , 0.032219886779785156, 0.013461112976074219, 0.3110640048980713 , 0.011640071868896484, 0.009650945663452148  
10         , 2500             , 100            , 50         , 2    , 2413.0875442028046  , 0.14205098152160645                     , 983.2349576950073               , 0.030694007873535156, 0.013936281204223633, 0.3327510356903076 , 0.011609077453613281, 0.009807825088500977  
10         , 5000             , 100            , 50         , 1    , 8.77490520477295    , 0.17129111289978027                     , 4046.9989800453186              , 0.04131293296813965 , 0.017381906509399414, 0.20049095153808594, 0.01760387420654297 , 0.015186786651611328  
10         , 5000             , 100            , 50         , 1    , 8.232723236083984   , 0.14728307723999023                     , 3993.910182237625               , 0.03427314758300781 , 0.010915040969848633, 0.20223784446716309, 0.011242151260375977, 0.007185935974121094  
10         , 5000             , 100            , 50         , 1    , 8.238716840744019   , 0.14704203605651855                     , 3997.055538892746               , 0.03461503982543945 , 0.010710000991821289, 0.20018291473388672, 0.011242866516113281, 0.00712895393371582   
10         , 5000             , 100            , 50         , 1    , 8.247129678726196   , 0.14728379249572754                     , 4009.279044151306               , 0.03443408012390137 , 0.010612010955810547, 0.19800496101379395, 0.010869979858398438, 0.0075037479400634766 
10         , 5000             , 100            , 50         , 1    , 8.248946905136108   , 0.1457068920135498                      , 3996.5570702552795              , 0.034317970275878906, 0.011124134063720703, 0.2057480812072754 , 0.01083683967590332 , 0.00714111328125      
10         , 5000             , 100            , 50         , 1    , 8.324514150619507   , 0.14586186408996582                     , 14909.133780956268              , 0.03412508964538574 , 0.010601997375488281, 0.2086162567138672 , 0.010734081268310547, 0.006906032562255859  
10         , 5000             , 100            , 50         , 1    , 8.359486103057861   , 0.1474590301513672                      , 4035.7155997753143              , 0.03430509567260742 , 0.010831832885742188, 0.17623496055603027, 0.010693073272705078, 0.0071659088134765625 
10         , 5000             , 100            , 50         , 1    , 8.59809684753418    , 0.14832282066345215                     , 4025.5033617019653              , 0.03397178649902344 , 0.010659217834472656, 0.19721293449401855, 0.010701656341552734, 0.006922245025634766  
10         , 5000             , 100            , 50         , 1    , 9.209904193878174   , 0.1452779769897461                      , 4065.6296639442444              , 0.034113168716430664, 0.010653972625732422, 0.1893608570098877 , 0.010962963104248047, 0.0068743228912353516 
10         , 5000             , 100            , 50         , 1    , 8.720296859741211   , 0.1473388671875                         , 12473.29707479477               , 0.03412580490112305 , 0.010740041732788086, 0.20797276496887207, 0.010823726654052734, 0.006983041763305664  
10         , 5000             , 100            , 50         , 1    , 8.284400224685669   , 0.1473240852355957                      , 4012.793834209442               , 0.03447604179382324 , 0.011060953140258789, 0.19283103942871094, 0.010263919830322266, 0.006868839263916016  
10         , 5000             , 100            , 50         , 1    , 8.514743089675903   , 0.14704513549804688                     , 4001.4977719783783              , 0.03469705581665039 , 0.010862112045288086, 0.20814990997314453, 0.010476112365722656, 0.006829977035522461  
10         , 5000             , 100            , 50         , 1    , 8.486033916473389   , 0.1487560272216797                      , 3993.304759979248               , 0.03441214561462402 , 0.010943889617919922, 0.19068694114685059, 0.010715246200561523, 0.007920265197753906  
10         , 5000             , 100            , 50         , 1    , 8.3434579372406     , 0.14699792861938477                     , 4016.267772912979               , 0.03459310531616211 , 0.010668039321899414, 0.19477009773254395, 0.010172843933105469, 0.0072479248046875    
10         , 5000             , 100            , 50         , 1    , 8.329359769821167   , 0.1462867259979248                      , 4029.9501190185547              , 0.03469228744506836 , 0.010753154754638672, 0.20377707481384277, 0.010584115982055664, 0.007040977478027344  
10         , 5000             , 100            , 50         , 1    , 8.291761875152588   , 0.14736294746398926                     , 4003.423577785492               , 0.034587860107421875, 0.01077723503112793 , 0.19624018669128418, 0.010563135147094727, 0.006809234619140625  
10         , 5000             , 100            , 50         , 1    , 8.241859197616577   , 0.1452322006225586                      , 4009.9150998592377              , 0.034644126892089844, 0.011088132858276367, 0.20783710479736328, 0.010252237319946289, 0.00690007209777832   
10         , 5000             , 100            , 50         , 1    , 8.268548011779785   , 0.14550495147705078                     , 3994.844265937805               , 0.03435683250427246 , 0.01121830940246582 , 0.2009449005126953 , 0.010495901107788086, 0.007010698318481445  
10         , 5000             , 100            , 50         , 1    , 8.402838706970215   , 0.1471102237701416                      , 4011.841807126999               , 0.03477120399475098 , 0.01081705093383789 , 0.18329191207885742, 0.010630130767822266, 0.0069963932037353516 
10         , 5000             , 100            , 50         , 1    , 8.222062826156616   , 0.14633703231811523                     , 4000.126085281372               , 0.034559011459350586, 0.010677814483642578, 0.18513917922973633, 0.010458230972290039, 0.006529092788696289  
10         , 5000             , 100            , 50         , 2    , 2321.9515130519867  , 0.17739486694335938                     , 3992.2193121910095              , 0.04474806785583496 , 0.014523983001708984, 0.3016550540924072 , 0.012876033782958984, 0.009435892105102539  
10         , 5000             , 100            , 50         , 2    , 2305.635603427887   , 0.17500901222229004                     , 4031.1124029159546              , 0.04046297073364258 , 0.014497041702270508, 0.2908480167388916 , 0.012499332427978516, 0.009983062744140625  
10         , 5000             , 100            , 50         , 2    , 2314.6368250846863  , 0.17906904220581055                     , 4060.84526515007                , 0.04037284851074219 , 0.014346837997436523, 0.2937350273132324 , 0.012449979782104492, 0.009495973587036133  
10         , 5000             , 100            , 50         , 2    , 2316.4062538146973  , 0.17769813537597656                     , 9484.441889762878               , 0.04067587852478027 , 0.014493942260742188, 0.3170359134674072 , 0.012903928756713867, 0.009372949600219727  
10         , 5000             , 100            , 50         , 2    , 2334.283225774765   , 0.17719197273254395                     , 4124.554480791092               , 0.040558815002441406, 0.014150857925415039, 0.3101181983947754 , 0.013583898544311523, 0.00904703140258789   
10         , 5000             , 100            , 50         , 2    , 2323.265512943268   , 0.17777633666992188                     , 4087.3034563064575              , 0.043376922607421875, 0.014278173446655273, 0.29706311225891113, 0.01430201530456543 , 0.009000778198242188  
10         , 5000             , 100            , 50         , 2    , 2336.030727148056   , 0.17918181419372559                     , 5966.91969203949                , 0.041230201721191406, 0.01458597183227539 , 0.29198694229125977, 0.012768030166625977, 0.00940704345703125   
10         , 5000             , 100            , 50         , 2    , 2330.402577161789   , 0.1795198917388916                      , 4072.407092809677               , 0.04074978828430176 , 0.014494180679321289, 0.2888309955596924 , 0.012130022048950195, 0.00912785530090332   
10         , 5000             , 100            , 50         , 2    , 2348.2455880641937  , 0.17820477485656738                     , 4036.438157081604               , 0.040070295333862305, 0.014156818389892578, 0.2792229652404785 , 0.011967897415161133, 0.009901046752929688  
10         , 5000             , 100            , 50         , 2    , 2306.940587043762   , 0.17621111869812012                     , 3992.606478214264               , 0.04048895835876465 , 0.01429128646850586 , 0.27884793281555176, 0.012027978897094727, 0.009469747543334961  
10         , 5000             , 100            , 50         , 2    , 2311.38454580307    , 0.1779031753540039                      , 4011.9863390922546              , 0.041018009185791016, 0.014230966567993164, 0.2877328395843506 , 0.012226104736328125, 0.009063959121704102  
10         , 5000             , 100            , 50         , 2    , 2308.6287608146667  , 0.17819523811340332                     , 4112.681251049042               , 0.04008126258850098 , 0.014737844467163086, 0.3060488700866699 , 0.012561798095703125, 0.008992671966552734  
10         , 5000             , 100            , 50         , 2    , 2314.0261330604553  , 0.1772468090057373                      , 4014.4453439712524              , 0.040570974349975586, 0.01443791389465332 , 0.28973817825317383, 0.01225590705871582 , 0.008890867233276367  
10         , 5000             , 100            , 50         , 2    , 2316.931709051132   , 0.1780552864074707                      , 4005.404117822647               , 0.040329933166503906, 0.014309883117675781, 0.2881429195404053 , 0.011811256408691406, 0.009018182754516602  
10         , 5000             , 100            , 50         , 2    , 2313.6435890197754  , 0.17804408073425293                     , 4017.1766109466553              , 0.04087710380554199 , 0.014369964599609375, 0.28617310523986816, 0.012053966522216797, 0.009002923965454102  
10         , 5000             , 100            , 50         , 2    , 2327.2135860919952  , 0.17878389358520508                     , 3990.9854187965393              , 0.04032588005065918 , 0.014545917510986328, 0.3146529197692871 , 0.012629985809326172, 0.010082006454467773  
10         , 5000             , 100            , 50         , 2    , 2313.1588888168335  , 0.17805695533752441                     , 3998.157757997513               , 0.040058135986328125, 0.014550924301147461, 0.26930809020996094, 0.012691974639892578, 0.009295225143432617  
10         , 5000             , 100            , 50         , 2    , 2313.9256961345673  , 0.1791391372680664                      , 4006.0037093162537              , 0.04052424430847168 , 0.014348030090332031, 0.29710912704467773, 0.012647867202758789, 0.009207010269165039  
10         , 5000             , 100            , 50         , 2    , 2312.5111150741577  , 0.1786808967590332                      , 4000.8377759456635              , 0.04005098342895508 , 0.014227151870727539, 0.29418277740478516, 0.013029813766479492, 0.00921487808227539   
10         , 5000             , 100            , 50         , 2    , 2307.3537361621857  , 0.17826414108276367                     , 4011.118870973587               , 0.04075908660888672 , 0.014248132705688477, 0.29105472564697266, 0.01210784912109375 , 0.00911402702331543   
