Chromosomes, Chromosome length, PROJECT-5-PYTHON-ARMANDO-CHRISTIAN-PEREZ, PROJECT-5-PYTHON-TEAM, PROJECT-5-PYTHON-MS-WORLD-WIDES, PROJECT-5-GO-HOLDET, PROJECT-5-C-O-NO  , READMAP-PYTHON     , READMAP-GO          , READMAP-C-CMAKE      
10         , 5000             , 0.43288302421569824                     , 0.2909209728240967   , 0.26130104064941406            , 10.783834218978882 , 2.0839710235595703, 0.458996057510376  , 0.018352746963500977, 0.013072967529296875 
10         , 5000             , 0.42766904830932617                     , 0.2878568172454834   , 0.23901104927062988            , 10.619718074798584 , 2.093488931655884 , 0.4553401470184326 , 0.018705129623413086, 0.013351202011108398 
10         , 5000             , 0.42618799209594727                     , 0.2854652404785156   , 0.236281156539917              , 10.662408828735352 , 2.086366891860962 , 0.44094109535217285, 0.019369125366210938, 0.013293027877807617 
10         , 5000             , 0.42483997344970703                     , 0.30132198333740234  , 0.24034500122070312            , 10.683314085006714 , 2.0850448608398438, 0.4450359344482422 , 0.018991708755493164, 0.013223886489868164 
10         , 5000             , 0.4310181140899658                      , 0.2850668430328369   , 0.2344529628753662             , 10.59571099281311  , 2.091485023498535 , 0.43329572677612305, 0.019572019577026367, 0.01354527473449707  
10         , 5000             , 0.42203211784362793                     , 0.28281402587890625  , 0.23599886894226074            , 10.59280800819397  , 2.082606077194214 , 0.43274497985839844, 0.019961833953857422, 0.013209104537963867 
10         , 5000             , 0.4336540699005127                      , 0.2937588691711426   , 0.23971796035766602            , 10.720285892486572 , 2.0783979892730713, 0.46568775177001953, 0.018996000289916992, 0.01354217529296875  
10         , 5000             , 0.43424487113952637                     , 0.2925529479980469   , 0.23780488967895508            , 10.777918100357056 , 2.1433560848236084, 0.4340338706970215 , 0.018642902374267578, 0.013234853744506836 
10         , 5000             , 0.43158388137817383                     , 0.28777503967285156  , 0.2346491813659668             , 10.667894124984741 , 2.087742805480957 , 0.48273515701293945, 0.019113779067993164, 0.013512849807739258 
10         , 5000             , 0.43041419982910156                     , 0.2918729782104492   , 0.23673081398010254            , 10.645010948181152 , 2.0915427207946777, 0.42543625831604004, 0.01968526840209961 , 0.013968944549560547 
10         , 5000             , 0.4356553554534912                      , 0.31794190406799316  , 0.24059796333312988            , 10.584113836288452 , 2.0731709003448486, 0.44319581985473633, 0.019179105758666992, 0.013478994369506836 
10         , 5000             , 0.4331021308898926                      , 0.2968618869781494   , 0.23521113395690918            , 10.655083179473877 , 2.1206161975860596, 0.4243006706237793 , 0.018922090530395508, 0.013384103775024414 
